game_id,attendance,period,home_team,away_team,home_points,away_points,pdo,fenwick_pct,corsi_pct,on_ice_shots_differential,on_ice_shots_pct,average_shot_distance,on_ice_shots_against,on_ice_shots_for,fenwick_total,fenwick_against,fenwick_for,corsi_total,corsi_against,corsi_for,away_pdo,away_fenwick_pct,away_corsi_pct
b4086acf-0ae4-4561-a818-a0b405c53b9a,13870.0,3.0,Senators,Wild,2,4,7.800000000000001,0.438,0.51,-10.0,0.404,34.4,31.0,21.0,-9.0,41.0,32.0,2.0,48.0,50.0,10.931000000000001,0.562,0.49
d7434651-dd51-49e4-9491-c59288fd4094,17850.0,3.0,Bruins,Red Wings,5,1,16.166,0.508,0.481,-1.0,0.49,29.8,25.0,24.0,1.0,31.0,32.0,-3.0,40.0,37.0,4.248,0.492,0.519
f6d8340a-0973-4bf6-9a40-d3c869ba9e33,17159.0,3.0,Predators,Blues,6,2,15.243,0.543,0.585,6.0,0.548,41.6,28.0,34.0,7.0,37.0,44.0,18.0,44.0,62.0,6.557,0.457,0.415
06fc4032-ebb9-4618-890c-dff93c80212a,18235.0,3.0,Stars,Capitals,2,0,8.4,0.507,0.505,2.0,0.521,38.7,23.0,25.0,1.0,35.0,36.0,1.0,49.0,50.0,0.926,0.493,0.495
e638a29e-da46-402f-8963-2ae5141b596c,13685.0,3.0,Blackhawks,Oilers,5,6,14.742,0.446,0.446,1.0,0.512,30.9,21.0,22.0,-6.0,31.0,25.0,-7.0,36.0,29.0,16.661,0.554,0.554
1b400683-d276-408c-be20-1913e9e62e09,17151.0,3.0,Kraken,Canucks,4,5,11.837,0.672,0.667,13.0,0.638,34.9,17.0,30.0,22.0,21.0,43.0,29.0,29.0,58.0,27.189,0.328,0.333
3b369243-bb84-4a5b-9795-76ef343bd908,15716.0,3.0,Kings,Jets,4,6,9.783999999999999,0.697,0.719,27.0,0.776,29.1,11.0,38.0,26.0,20.0,46.0,39.0,25.0,64.0,32.509,0.303,0.281
58d237be-912d-47b8-91d3-121fe62123ca,12507.0,4.0,Sharks,Maple Leafs,4,3,13.780000000000001,0.507,0.506,6.0,0.56,34.1,22.0,28.0,1.0,33.0,34.0,1.0,42.0,43.0,12.871,0.493,0.494
11d5394b-c123-46bd-bf4b-528fb75390a0,18036.0,3.0,Golden Knights,Ducks,4,0,19.2,0.523,0.489,-3.0,0.465,31.2,23.0,20.0,3.0,31.0,34.0,-2.0,46.0,44.0,0.818,0.477,0.511
9ddf0d6c-f275-47fc-9e54-2d4a5e538a61,18680.0,3.0,Hurricanes,Islanders,2,6,6.513,0.576,0.619,-3.0,0.475,40.5,31.0,28.0,13.0,36.0,49.0,28.0,45.0,73.0,19.743000000000002,0.424,0.381
619677b6-9b62-4a55-9c8e-4ba8f4897e86,12502.0,3.0,Devils,Avalanche,1,0,5.3,0.566,0.579,4.0,0.556,34.0,16.0,20.0,7.0,23.0,30.0,12.0,32.0,44.0,0.957,0.434,0.421
54bd5ed0-4245-484f-8ee9-bad2242df6a9,16162.0,3.0,Blue Jackets,Bruins,0,4,0.886,0.413,0.479,-6.0,0.438,51.9,27.0,21.0,-11.0,37.0,26.0,-4.0,49.0,45.0,12.4,0.587,0.521
5d89bc94-affc-4274-8705-b05d269eed07,18528.0,3.0,Canucks,Penguins,5,1,18.171,0.46,0.398,-5.0,0.451,31.8,28.0,23.0,-5.0,34.0,29.0,-17.0,50.0,33.0,3.7279999999999998,0.54,0.602
efda9129-5d93-4b1f-a2ed-05f9c80b4c97,4600.0,4.0,Coyotes,Jets,2,3,10.414,0.379,0.388,-12.0,0.364,35.9,28.0,16.0,-16.0,41.0,25.0,-19.0,52.0,33.0,9.504999999999999,0.621,0.612
709f3968-cfe2-414e-bd41-e29959a734b3,18532.0,3.0,Stars,Rangers,3,6,9.878,0.479,0.474,5.0,0.549,33.3,23.0,28.0,-3.0,38.0,35.0,-5.0,51.0,46.0,23.108999999999998,0.521,0.526
04159f40-9551-473a-b272-69b47463b24f,15577.0,3.0,Panthers,Senators,5,3,9.485,0.707,0.673,29.0,0.716,34.8,19.0,48.0,34.0,24.0,58.0,37.0,35.0,72.0,12.414,0.293,0.327
f465c737-82cd-4d5c-8469-fc52eba06b09,15122.0,3.0,Sharks,Lightning,3,4,11.946,0.459,0.484,2.0,0.521,34.5,23.0,25.0,-6.0,40.0,34.0,-3.0,48.0,45.0,16.289,0.541,0.516
3efd6f9c-4356-41dc-bb2b-b68a54e85e79,17530.0,3.0,Kings,Maple Leafs,4,2,14.729000000000001,0.468,0.506,-1.0,0.487,32.6,20.0,19.0,-4.0,33.0,29.0,1.0,39.0,40.0,7.962,0.532,0.494
63cc1d87-edbc-4c92-8c35-97a33865b650,13335.0,4.0,Flyers,Hurricanes,3,4,11.195,0.355,0.35,-9.0,0.404,36.3,28.0,19.0,-18.0,40.0,22.0,-24.0,52.0,28.0,11.397,0.645,0.65
fff19df5-e912-4a5d-865e-93bb4ef3767d,18096.0,3.0,Blues,Canadiens,4,7,14.020000000000001,0.563,0.581,8.0,0.587,29.6,19.0,27.0,9.0,31.0,40.0,14.0,36.0,50.0,28.867,0.437,0.419
948f50a5-7e3d-4651-9eba-78649320472f,17364.0,3.0,Red Wings,Wild,2,1,8.968,0.444,0.441,-5.0,0.451,29.8,28.0,23.0,-8.0,40.0,32.0,-12.0,57.0,45.0,4.12,0.556,0.559
160ad1a6-c2f3-4b93-9830-6b47bab407fe,14547.0,4.0,Sabres,Blackhawks,4,3,9.785,0.611,0.627,15.0,0.627,31.7,22.0,37.0,16.0,28.0,44.0,26.0,38.0,64.0,12.411,0.389,0.373
27f718dc-c284-43b1-b21f-c0437177008c,17255.0,3.0,Islanders,Avalanche,5,4,12.292,0.56,0.53,9.0,0.562,34.6,32.0,41.0,11.0,40.0,51.0,7.0,54.0,61.0,11.686,0.44,0.47
bb14132b-ac6f-4579-99bd-dc418d772c38,17159.0,3.0,Predators,Capitals,0,3,0.914,0.455,0.439,-3.0,0.472,37.4,28.0,25.0,-7.0,42.0,35.0,-12.0,55.0,43.0,9.6,0.545,0.561
da5563cd-7b1c-47ef-8f38-10c96da5eb2b,19289.0,3.0,Flames,Oilers,2,3,5.685,0.627,0.611,17.0,0.649,37.4,20.0,37.0,21.0,31.0,52.0,24.0,42.0,66.0,12.452,0.373,0.389
05913050-855b-4390-955d-e3372aa68060,17151.0,3.0,Kraken,Penguins,3,1,10.97,0.476,0.491,-6.0,0.446,32.0,31.0,25.0,-4.0,44.0,40.0,-2.0,56.0,54.0,3.9,0.524,0.509
ceb141eb-6d29-4e16-960b-2800c5ae06e9,11547.0,3.0,Devils,Blue Jackets,7,1,14.152,0.684,0.654,18.0,0.661,31.6,19.0,37.0,28.0,24.0,52.0,32.0,36.0,68.0,5.668,0.316,0.346
f2bf2334-09a6-4e52-9454-4ef936602948,14149.0,5.0,Blackhawks,Wild,3,4,12.414,0.413,0.419,-8.0,0.431,37.3,33.0,25.0,-14.0,47.0,33.0,-17.0,61.0,44.0,9.485,0.588,0.581
74429578-b88b-4ce5-be2a-67409d745585,16084.0,4.0,Ducks,Maple Leafs,4,3,11.217,0.539,0.537,6.0,0.545,34.5,30.0,36.0,7.0,41.0,48.0,8.0,50.0,58.0,9.197000000000001,0.461,0.463
96acd3f0-0849-45b2-a765-671b41cbe32a,17824.0,4.0,Golden Knights,Jets,2,1,5.158,0.621,0.558,22.0,0.672,26.7,21.0,43.0,21.0,33.0,54.0,14.0,53.0,67.0,5.158,0.379,0.442
9c3f5c15-2774-46f1-903a-9ec6938e88fd,4600.0,3.0,Coyotes,Rangers,2,3,10.923,0.423,0.471,-13.0,0.373,32.3,32.0,19.0,-11.0,41.0,30.0,-5.0,46.0,41.0,8.6,0.577,0.529
917425a4-1e42-49de-9f53-ad5fff662395,9673.0,3.0,Sabres,Red Wings,8,3,18.232999999999997,0.671,0.681,24.0,0.714,34.7,16.0,40.0,26.0,25.0,51.0,33.0,29.0,62.0,17.526,0.329,0.319
b1a2343b-e26d-44a3-a287-e4f1318e4606,16211.0,5.0,Hurricanes,Capitals,3,2,6.6000000000000005,0.577,0.614,4.0,0.556,31.8,16.0,20.0,8.0,22.0,30.0,16.0,27.0,43.0,10.943,0.423,0.386
5f4cc6ac-f4c4-4bbb-8114-505e8a599567,17220.0,3.0,Blues,Kings,1,5,4.433,0.397,0.429,-6.0,0.435,32.2,26.0,20.0,-14.0,41.0,27.0,-12.0,48.0,36.0,17.663999999999998,0.603,0.571
27c038ba-dee0-421a-a7d0-16e14d1cda07,18573.0,4.0,Capitals,Golden Knights,2,3,10.406,0.46,0.45,-9.0,0.404,43.3,28.0,19.0,-5.0,34.0,29.0,-11.0,60.0,49.0,10.604999999999999,0.54,0.55
bbcd7db5-4987-4ac7-a255-f00abb454773,19092.0,3.0,Lightning,Senators,4,3,12.600000000000001,0.512,0.48,9.0,0.655,37.0,10.0,19.0,1.0,21.0,22.0,-3.0,39.0,36.0,20.882,0.488,0.52
ffccf616-a9da-4c5f-8c99-aa7b793e759b,17206.0,4.0,Rangers,Flyers,1,0,3.8,0.671,0.624,12.0,0.636,29.7,16.0,28.0,24.0,23.0,47.0,23.0,35.0,58.0,0.972,0.329,0.376
775fc945-dd57-4494-9de0-c98bbdda87c6,16385.0,3.0,Wild,Canadiens,4,1,13.871,0.459,0.495,-10.0,0.4,33.4,30.0,20.0,-6.0,40.0,34.0,-1.0,47.0,46.0,3.771,0.541,0.505
860a5af2-44ee-4679-8457-0d7d8f2f86db,17629.0,4.0,Penguins,Bruins,5,6,14.049999999999999,0.529,0.552,0.0,0.5,28.7,33.0,33.0,5.0,41.0,46.0,12.0,52.0,64.0,15.868,0.471,0.448
